XWALK_CRSE_NUMBER_PK|SRS_SUBJ_CODE|SRS_COURSE_NUMBER|SRS_COURSE_ID|NGSS_SUBJECT|NGSS_COURSE_NUMBER|NGSS_COURSE_ID|SRS_TOPICS_IND|CONV_TOPICS_IND|CONV_TITLE|CONV_LONG_TITLE|DATA_ORIGIN|CREATED_ON_DATE
DENT682DENT6522|DENT|682|DENT682|DENT|6522|DENT6522|||||RENUMBER|1/23/2022 8:00:56 PM
DENT685DENT6602|DENT|685|DENT685|DENT|6602|DENT6602|||||RENUMBER|1/23/2022 8:00:56 PM
DENT690DENT6900|DENT|690|DENT690|DENT|6900|DENT6900|||||MFREP|1/23/2022 8:00:56 PM
DENT699DENT6992|DENT|699|DENT699|DENT|6992|DENT6992|||||RENUMBER|1/23/2022 8:00:56 PM
DENT752DENT7520|DENT|752|DENT752|DENT|7520|DENT7520|||||MFREP|1/23/2022 8:00:56 PM
DENT760DENT7600|DENT|760|DENT760|DENT|7600|DENT7600|||||MFREP|1/23/2022 8:00:56 PM
DENT761DENT7610|DENT|761|DENT761|DENT|7610|DENT7610|||||MFREP|1/23/2022 8:00:56 PM
DENT785DENT7162|DENT|785|DENT785|DENT|7162|DENT7162|||||RENUMBER|1/23/2022 8:00:56 PM
DENT790DENT7461|DENT|790|DENT790|DENT|7461|DENT7461|||||RENUMBER|1/23/2022 8:00:56 PM
DENT791DENT7462|DENT|791|DENT791|DENT|7462|DENT7462|||||RENUMBER|1/23/2022 8:00:56 PM
DENT799DENT7992|DENT|799|DENT799|DENT|7992|DENT7992|||||RENUMBER|1/23/2022 8:00:56 PM
DENT800DENT8000|DENT|800|DENT800|DENT|8000|DENT8000|||||MFREP|1/23/2022 8:00:56 PM
DENT885DENT8162|DENT|885|DENT885|DENT|8162|DENT8162|||||RENUMBER|1/23/2022 8:00:56 PM
DENT899DENT8991|DENT|899|DENT899|DENT|8991|DENT8991|||||RENUMBER|1/23/2022 8:00:56 PM
DENT900DENT9000|DENT|900|DENT900|DENT|9000|DENT9000|||||MFREP|1/23/2022 8:00:56 PM
DENT996DENT9960|DENT|996|DENT996|DENT|9960|DENT9960|||||MFREP|1/23/2022 8:00:56 PM
DENT997DENT9970|DENT|997|DENT997|DENT|9970|DENT9970|||||MFREP|1/23/2022 8:00:56 PM
DIGC120DIGC1200|DIGC|120|DIGC120|DIGC|1200|DIGC1200|||||MFREP|1/23/2022 8:00:56 PM
DIGC160DIGC1600|DIGC|160|DIGC160|DIGC|1600|DIGC1600|||||MFREP|1/23/2022 8:00:56 PM
DIGC200DIGC2000|DIGC|200|DIGC200|DIGC|2000|DIGC2000|||||MFREP|1/23/2022 8:00:56 PM
DIGC220DIGC2200|DIGC|220|DIGC220|DIGC|2200|DIGC2200|||||MFREP|1/23/2022 8:00:56 PM
DIGC260DIGC2600|DIGC|260|DIGC260|DIGC|2600|DIGC2600|||||MFREP|1/23/2022 8:00:56 PM
DIGC300DIGC3000|DIGC|300|DIGC300|DIGC|3000|DIGC3000|||||MFREP|1/23/2022 8:00:56 PM
DIGC320DIGC3200|DIGC|320|DIGC320|DIGC|3200|DIGC3200|||||MFREP|1/23/2022 8:00:56 PM
DIGC360DIGC3600|DIGC|360|DIGC360|DIGC|3600|DIGC3600|||||MFREP|1/23/2022 8:00:56 PM
DIGC400DIGC4000|DIGC|400|DIGC400|DIGC|4000|DIGC4000|||||MFREP|1/23/2022 8:00:56 PM
DIGC460DIGC4600|DIGC|460|DIGC460|DIGC|4600|DIGC4600|||||MFREP|1/23/2022 8:00:56 PM
DOMD760DENT7301|DOMD|760|DOMD760|DENT|7301|DENT7301|||||RENUMBER|1/23/2022 8:00:56 PM
DOMD760DENT7322|DOMD|760|DOMD760|DENT|7322|DENT7322|||||RENUMBER|1/23/2022 8:00:56 PM
DOMD761DOMD7610|DOMD|761|DOMD761|DOMD|7610|DOMD7610|||||MFREP|1/23/2022 8:00:56 PM
DOMD762DENT7302|DOMD|762|DOMD762|DENT|7302|DENT7302|||||RENUMBER|1/23/2022 8:00:56 PM
DOMD764DOMD7640|DOMD|764|DOMD764|DOMD|7640|DOMD7640|||||MFREP|1/23/2022 8:00:56 PM
DOMD861DENT8301|DOMD|861|DOMD861|DENT|8301|DENT8301|||||RENUMBER|1/23/2022 8:00:56 PM
DOMD862DENT8302|DOMD|862|DOMD862|DENT|8302|DENT8302|||||RENUMBER|1/23/2022 8:00:56 PM
DOMD887DENT8382|DOMD|887|DOMD887|DENT|8382|DENT8382|||||RENUMBER|1/23/2022 8:00:56 PM
DORT740DORT7400|DORT|740|DORT740|DORT|7400|DORT7400|||||MFREP|1/23/2022 8:00:56 PM
DORT753DENT7501|DORT|753|DORT753|DENT|7501|DENT7501|||||RENUMBER|1/23/2022 8:00:56 PM
DORT788DENT7521|DORT|788|DORT788|DENT|7521|DENT7521|||||RENUMBER|1/23/2022 8:00:56 PM
DORT794DENT7522|DORT|794|DORT794|DENT|7522|DENT7522|||||RENUMBER|1/23/2022 8:00:56 PM
DORT803DENT8521|DORT|803|DORT803|DENT|8521|DENT8521|||||RENUMBER|1/23/2022 8:00:56 PM
DORT804DENT8522|DORT|804|DORT804|DENT|8522|DENT8522|||||RENUMBER|1/23/2022 8:00:56 PM
DOSP663DOSP6630|DOSP|663|DOSP663|DOSP|6630|DOSP6630|||||MFREP|1/23/2022 8:00:56 PM
DOSP770DENT7401|DOSP|770|DOSP770|DENT|7401|DENT7401|||||RENUMBER|1/23/2022 8:00:56 PM
DOSP772DENT7421|DOSP|772|DOSP772|DENT|7421|DENT7421|||||RENUMBER|1/23/2022 8:00:56 PM
DOSP773DENT7422|DOSP|773|DOSP773|DENT|7422|DENT7422|||||RENUMBER|1/23/2022 8:00:56 PM
DOSP872DENT8421|DOSP|872|DOSP872|DENT|8421|DENT8421|||||RENUMBER|1/23/2022 8:00:56 PM
DOSP873DENT8422|DOSP|873|DOSP873|DENT|8422|DENT8422|||||RENUMBER|1/23/2022 8:00:56 PM
DPED704DENT7601|DPED|704|DPED704|DENT|7601|DENT7601|||||RENUMBER|1/23/2022 8:00:56 PM
DPED751DENT7621|DPED|751|DPED751|DENT|7621|DENT7621|||||RENUMBER|1/23/2022 8:00:56 PM
DPED755DENT7622|DPED|755|DPED755|DENT|7622|DENT7622|||||RENUMBER|1/23/2022 8:00:56 PM
DPED851DENT8621|DPED|851|DPED851|DENT|8621|DENT8621|||||RENUMBER|1/23/2022 8:00:56 PM
DPED852DENT8622|DPED|852|DPED852|DENT|8622|DENT8622|||||RENUMBER|1/23/2022 8:00:56 PM
DPRD780DENT7701|DPRD|780|DPRD780|DENT|7701|DENT7701|||||RENUMBER|1/23/2022 8:00:56 PM
DPRD781DENT7721|DPRD|781|DPRD781|DENT|7721|DENT7721|||||RENUMBER|1/23/2022 8:00:56 PM
DPRD782DENT7722|DPRD|782|DPRD782|DENT|7722|DENT7722|||||RENUMBER|1/23/2022 8:00:56 PM
DPRD881DENT8721|DPRD|881|DPRD881|DENT|8721|DENT8721|||||RENUMBER|1/23/2022 8:00:56 PM
DPRD882DENT8722|DPRD|882|DPRD882|DENT|8722|DENT8722|||||RENUMBER|1/23/2022 8:00:56 PM
DRAD777DENT7341|DRAD|777|DRAD777|DENT|7341|DENT7341|||||RENUMBER|1/23/2022 8:00:56 PM
DRAD778DENT7342|DRAD|778|DRAD778|DENT|7342|DENT7342|||||RENUMBER|1/23/2022 8:00:56 PM
DRAD877DENT8341|DRAD|877|DRAD877|DENT|8341|DENT8341|||||RENUMBER|1/23/2022 8:00:56 PM
DRAD878DENT8342|DRAD|878|DRAD878|DENT|8342|DENT8342|||||RENUMBER|1/23/2022 8:00:56 PM
DRST703DRST7030|DRST|703|DRST703|DRST|7030|DRST7030|||||MFREP|1/23/2022 8:00:56 PM
DRST739DRST7390|DRST|739|DRST739|DRST|7390|DRST7390|||||MFREP|1/23/2022 8:00:56 PM
DRST740DENT7821|DRST|740|DRST740|DENT|7821|DENT7821|||||RENUMBER|1/23/2022 8:00:56 PM
DRST741DENT7841|DRST|741|DRST741|DENT|7841|DENT7841|||||RENUMBER|1/23/2022 8:00:56 PM
DRST742DENT7842|DRST|742|DRST742|DENT|7842|DENT7842|||||RENUMBER|1/23/2022 8:00:56 PM
DRST743DENT7822|DRST|743|DRST743|DENT|7822|DENT7822|||||RENUMBER|1/23/2022 8:00:56 PM
DRST789DENT7861|DRST|789|DRST789|DENT|7861|DENT7861|||||RENUMBER|1/23/2022 8:00:56 PM
DRST792DENT7862|DRST|792|DRST792|DENT|7862|DENT7862|||||RENUMBER|1/23/2022 8:00:56 PM
DRST841DENT8841|DRST|841|DRST841|DENT|8841|DENT8841|||||RENUMBER|1/23/2022 8:00:56 PM
DRST842DENT8842|DRST|842|DRST842|DENT|8842|DENT8842|||||RENUMBER|1/23/2022 8:00:56 PM
DRST889DENT8861|DRST|889|DRST889|DENT|8861|DENT8861|||||RENUMBER|1/23/2022 8:00:56 PM
DRST890DENT8862|DRST|890|DRST890|DENT|8862|DENT8862|||||RENUMBER|1/23/2022 8:00:56 PM
DSGN220DSGN2260|DSGN|220|DSGN220|DSGN|2260|DSGN2260|||Pixel to Print|Pixel to Print|RENUMBER|1/23/2022 8:00:56 PM
DSGN233DSGN1010|DSGN|233|DSGN233|DSGN|1010|DSGN1010|||Digital Illustration|Digital Illustration|RENUMBER|1/23/2022 8:00:56 PM
DSGN234DSGN1020|DSGN|234|DSGN234|DSGN|1020|DSGN1020|||Art of the Web|Art of the web: Interactive Concepts for Art & Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN235DSGN1030|DSGN|235|DSGN235|DSGN|1030|DSGN1030|||3-d Computer Modeling|3-D Computer Modeling|RENUMBER|1/23/2022 8:00:56 PM
DSGN236DSGN2010|DSGN|236|DSGN236|DSGN|2010|DSGN2010|||Digital Figure Modeling|Digital Figure Modeling|RENUMBER|1/23/2022 8:00:56 PM
DSGN238DSGN1040|DSGN|238|DSGN238|DSGN|1040|DSGN1040|||Open Book|Open Book|RENUMBER|1/23/2022 8:00:56 PM
DSGN240DSGN2570|DSGN|240|DSGN240|DSGN|2570|DSGN2570|||Ux and Ui Design|User Experience (UX) and User Interface (UI) Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN245DSGN2030|DSGN|245|DSGN245|DSGN|2030|DSGN2030|||Book&Publication Design|Book and Publication Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN247DSGN2040|DSGN|247|DSGN247|DSGN|2040|DSGN2040|||Environmental Animation|Environmental Animation|RENUMBER|1/23/2022 8:00:56 PM
DSGN264DSGN0010|DSGN|264|DSGN264|DSGN|0010|DSGN0010|||Art,Design & Digital Cul|Art, Design and Digital Culture|RENUMBER|1/23/2022 8:00:56 PM
DSGN264VLST2640|DSGN|264|DSGN264|VLST|2640|VLST2640|||Art,Design & Digital Cul|Art, Design and Digital Culture|RENUMBER|1/23/2022 8:00:56 PM
DSGN266DSGN2520|DSGN|266|DSGN266|DSGN|2520|DSGN2520|||Graphic Design|Graphic Design with Creative Technologies|RENUMBER|1/23/2022 8:00:56 PM
DSGN268DSGN2510|DSGN|268|DSGN268|DSGN|2510|DSGN2510|||Biological Design|Biological Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN269DSGN1050|DSGN|269|DSGN269|DSGN|1050|DSGN1050|||Typography|Typography|RENUMBER|1/23/2022 8:00:56 PM
DSGN270DSGN2050|DSGN|270|DSGN270|DSGN|2050|DSGN2050|||Graphic Design Practicum|Graphic Design Practicum|RENUMBER|1/23/2022 8:00:56 PM
DSGN286DSGN1060|DSGN|286|DSGN286|DSGN|1060|DSGN1060|||Visual Narrative|Visual Narrative|RENUMBER|1/23/2022 8:00:56 PM
DSGN300DSGN3020|DSGN|300|DSGN300|DSGN|3020|DSGN3020|||Cont. Theories of Design|Contemporary Theories of Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN306DSGN0020|DSGN|306|DSGN306|DSGN|0020|DSGN0020|||Design 21|Design 21: Design After the Digital|RENUMBER|1/23/2022 8:00:56 PM
DSGN317DSGN2500|DSGN|317|DSGN317|DSGN|2500|DSGN2500|||Cultures of Making|Cultures of Making|RENUMBER|1/23/2022 8:00:56 PM
DSGN318DSGN3060|DSGN|318|DSGN318|DSGN|3060|DSGN3060|||Futures for All|Futures for All: Reimagining social equality through art and technology|RENUMBER|1/23/2022 8:00:56 PM
DSGN319DSGN3070|DSGN|319|DSGN319|DSGN|3070|DSGN3070|||Feminist Technoscience|Feminist Technoscience: Art, Technology, & Gender|RENUMBER|1/23/2022 8:00:56 PM
DSGN325DSGN3050|DSGN|325|DSGN325|DSGN|3050|DSGN3050|||Design Tools and Technol|Design Tools and Technologies|RENUMBER|1/23/2022 8:00:56 PM
DSGN328DSGN2530|DSGN|328|DSGN328|DSGN|2530|DSGN2530|||Functions and Material|Functions for Form and Material|RENUMBER|1/23/2022 8:00:56 PM
DSGN337DSGN2540|DSGN|337|DSGN337|DSGN|2540|DSGN2540|||Inf Design & Visualizati|Information Design and Visualization|RENUMBER|1/23/2022 8:00:56 PM
DSGN343DSGN3040|DSGN|343|DSGN343|DSGN|3040|DSGN3040|||Language of Design|Language of Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN366DSGN2060|DSGN|366|DSGN366|DSGN|2060|DSGN2060|||Advanced 3D Modeling|Advanced 3-D Modeling|RENUMBER|1/23/2022 8:00:56 PM
DSGN370DSGN2070|DSGN|370|DSGN370|DSGN|2070|DSGN2070|||Adv Graphic Des & Typog|Advanced Graphic Design and Typography|RENUMBER|1/23/2022 8:00:56 PM
DSGN378DSGN2550|DSGN|378|DSGN378|DSGN|2550|DSGN2550|||Interfacing Cultures|Interfacing Cultures: Designing for Mobile, Web and Public Media|RENUMBER|1/23/2022 8:00:56 PM
DSGN380DSGN2560|DSGN|380|DSGN380|DSGN|2560|DSGN2560|||DESIGN FUTURE(S)|Design Future(s)|RENUMBER|1/23/2022 8:00:56 PM
DSGN388DSGN3030|DSGN|388|DSGN388|DSGN|3030|DSGN3030|||CREATIVE RESEARCH|Creative Research|RENUMBER|1/23/2022 8:00:56 PM
DSGN399DSGN4010|DSGN|399|DSGN399|DSGN|4010|DSGN4010|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
DSGN488DSGN4020|DSGN|488|DSGN488|DSGN|4020|DSGN4020|||Senior Seminar Project|Senior Seminar Project (Fall)|RENUMBER|1/23/2022 8:00:56 PM
DSGN489DSGN4030|DSGN|489|DSGN489|DSGN|4030|DSGN4030|||Senior Seminar Project|Senior Seminar Project (Spring)|RENUMBER|1/23/2022 8:00:56 PM
DSGN500DSGN5024|DSGN|500|DSGN500|DSGN|5024|DSGN5024|||Cont. Theories of Design|Contemporary Theories of Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN506DSGN5002|DSGN|506|DSGN506|DSGN|5002|DSGN5002|||DESIGN 21|Design 21: Design After the Digital|RENUMBER|1/23/2022 8:00:56 PM
DSGN517DSGN5016|DSGN|517|DSGN517|DSGN|5016|DSGN5016|||Cultures of Making|Cultures of Making|RENUMBER|1/23/2022 8:00:56 PM
DSGN518DSGN5028|DSGN|518|DSGN518|DSGN|5028|DSGN5028|||Futures for All|Futures for All: Reimagining social equality through art and technology|RENUMBER|1/23/2022 8:00:56 PM
DSGN519DSGN5029|DSGN|519|DSGN519|DSGN|5029|DSGN5029|||Feminist Technoscience|Feminist Technoscience: Art, Technology, & Gender|RENUMBER|1/23/2022 8:00:56 PM
DSGN520DSGN5042|DSGN|520|DSGN520|DSGN|5042|DSGN5042|||Pixel to Print|Pixel to Print|RENUMBER|1/23/2022 8:00:56 PM
DSGN528DSGN5019|DSGN|528|DSGN528|DSGN|5019|DSGN5019|||Functions and Material|Functions for Form and Material|RENUMBER|1/23/2022 8:00:56 PM
DSGN536DSGN5009|DSGN|536|DSGN536|DSGN|5009|DSGN5009|||DIGITAL FIGURE MODELING|Digital Figure Modeling|RENUMBER|1/23/2022 8:00:56 PM
DSGN538DSGN5006|DSGN|538|DSGN538|DSGN|5006|DSGN5006|||Open Book|Open Book|RENUMBER|1/23/2022 8:00:56 PM
DSGN540DSGN5023|DSGN|540|DSGN540|DSGN|5023|DSGN5023|||Ux and Ui Design|User Experience (UX) and User Interface (UI) Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN547DSGN5012|DSGN|547|DSGN547|DSGN|5012|DSGN5012|||Environmental Animation|Environmental Animation|RENUMBER|1/23/2022 8:00:56 PM
DSGN566DSGN5018|DSGN|566|DSGN566|DSGN|5018|DSGN5018|||Graphic Design|Graphic Design with Creative Technologies|RENUMBER|1/23/2022 8:00:56 PM
DSGN568DSGN5017|DSGN|568|DSGN568|DSGN|5017|DSGN5017|||Biological Design|Biological Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN569DSGN5007|DSGN|569|DSGN569|DSGN|5007|DSGN5007|||Typography|Typography|RENUMBER|1/23/2022 8:00:56 PM
DSGN570DSGN5013|DSGN|570|DSGN570|DSGN|5013|DSGN5013|||Graphic Design Practicum|Graphic Design Practicum|RENUMBER|1/23/2022 8:00:56 PM
DSGN580DSGN5107|DSGN|580|DSGN580|DSGN|5107|DSGN5107|||DESIGN FUTURE(S)|Design Future(s)|RENUMBER|1/23/2022 8:00:56 PM
DSGN625DSGN5027|DSGN|625|DSGN625|DSGN|5027|DSGN5027|||Design Tools and Technol|Design Tools and Technologies|RENUMBER|1/23/2022 8:00:56 PM
DSGN633DSGN5003|DSGN|633|DSGN633|DSGN|5003|DSGN5003|||DIGITAL ILLUSTRATION|Digital Illustration|RENUMBER|1/23/2022 8:00:56 PM
DSGN634DSGN5004|DSGN|634|DSGN634|DSGN|5004|DSGN5004|||Art of the Web|Art of the Web: Interactive Concepts for Art & Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN635DSGN5005|DSGN|635|DSGN635|DSGN|5005|DSGN5005|||3-d Computer Modeling|3-D Computer Modeling|RENUMBER|1/23/2022 8:00:56 PM
DSGN636DSGN5001|DSGN|636|DSGN636|DSGN|5001|DSGN5001|||ART,DESIGN & DIGITAL CUL|Art, Design and Digital Culture|RENUMBER|1/23/2022 8:00:56 PM
DSGN637DSGN5021|DSGN|637|DSGN637|DSGN|5021|DSGN5021|||Inf Design & Visualizati|Information Design and Visualization|RENUMBER|1/23/2022 8:00:56 PM
DSGN638DSGN5025|DSGN|638|DSGN638|DSGN|5025|DSGN5025|||Creative Research|Creative Research|RENUMBER|1/23/2022 8:00:56 PM
DSGN643DSGN5026|DSGN|643|DSGN643|DSGN|5026|DSGN5026|||Language of Design|Language of Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN645DSGN5011|DSGN|645|DSGN645|DSGN|5011|DSGN5011|||Book&Publication Design|Book and Publication Design|RENUMBER|1/23/2022 8:00:56 PM
DSGN646DSGN5014|DSGN|646|DSGN646|DSGN|5014|DSGN5014|||Advanced 3d Modeling|Advanced 3D Modeling|RENUMBER|1/23/2022 8:00:56 PM
DSGN670DSGN5015|DSGN|670|DSGN670|DSGN|5015|DSGN5015|||Adv Graphic Des & Typog|Advanced Graphic Design and Typography|RENUMBER|1/23/2022 8:00:56 PM
DSGN678DSGN5022|DSGN|678|DSGN678|DSGN|5022|DSGN5022|||Interfacing Cultures|Interfacing Culture: Designing for Mobile, Web and Public Media|RENUMBER|1/23/2022 8:00:56 PM
DSGN686DSGN5008|DSGN|686|DSGN686|DSGN|5008|DSGN5008|||Visual Narrative|Visual Narrative|RENUMBER|1/23/2022 8:00:56 PM
DTCH101DTCH0100|DTCH|101|DTCH101|DTCH|0100|DTCH0100|||Elementary Dutch I|Elementary Dutch I|RENUMBER|1/23/2022 8:00:56 PM
DTCH102DTCH0200|DTCH|102|DTCH102|DTCH|0200|DTCH0200|||Elementary Dutch II|Elementary Dutch II|RENUMBER|1/23/2022 8:00:56 PM
DTCH103DTCH0300|DTCH|103|DTCH103|DTCH|0300|DTCH0300|||Intermediate Dutch I|Intermediate Dutch I|RENUMBER|1/23/2022 8:00:56 PM
DTCH104DTCH0400|DTCH|104|DTCH104|DTCH|0400|DTCH0400|||Intermediate Dutch II|Intermediate Dutch II|RENUMBER|1/23/2022 8:00:56 PM
DTCH153GRMN1153|DTCH|153|DTCH153|GRMN|1153|GRMN1153|||Euro Spiritual Crisis?|Is Europe Facing a Spiritual Crisis?|RENUMBER|1/23/2022 8:00:56 PM
DTCH153DTCH1153|DTCH|153|DTCH153|DTCH|1153|DTCH1153|||Euro Spiritual Crisis?|Is Europe Facing a Spiritual Crisis?|RENUMBER|1/23/2022 8:00:56 PM
DTCH230GRMN2300|DTCH|230|DTCH230|GRMN|2300|GRMN2300|Y|Y|Topics in Dutch Studies|Topics in Dutch Studies|RENUMBER|1/23/2022 8:00:56 PM
DTCH230DTCH2300|DTCH|230|DTCH230|DTCH|2300|DTCH2300|Y|Y|Topics in Dutch Studies|Topics in Dutch Studies|RENUMBER|1/23/2022 8:00:56 PM
DTCH297DTCH2982|DTCH|297|DTCH297|DTCH|2982|DTCH2982|||Study Abroad|Study Abroad|RENUMBER|1/23/2022 8:00:56 PM
DTCH298DTCH2983|DTCH|298|DTCH298|DTCH|2983|DTCH2983|||Study Abroad|Study Abroad|RENUMBER|1/23/2022 8:00:56 PM
DTCH399DTCH4001|DTCH|399|DTCH399|DTCH|4001|DTCH4001|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
DTCH501DTCH5010|DTCH|501|DTCH501|DTCH|5010|DTCH5010|||Elementary Dutch I|Elementary Dutch I|RENUMBER|1/23/2022 8:00:56 PM
DTCH502DTCH5020|DTCH|502|DTCH502|DTCH|5020|DTCH5020|||Elementary Dutch II|Elementary Dutch II|RENUMBER|1/23/2022 8:00:56 PM
DTCH503DTCH5030|DTCH|503|DTCH503|DTCH|5030|DTCH5030|||Intermediate Dutch I|Intermediate Dutch I|RENUMBER|1/23/2022 8:00:56 PM
DTCH504DTCH5040|DTCH|504|DTCH504|DTCH|5040|DTCH5040|||Intermediate Dutch II|Intermediate Dutch II|RENUMBER|1/23/2022 8:00:56 PM
DTCH530DTCH5300|DTCH|530|DTCH530|DTCH|5300|DTCH5300|Y|Y|Topics in Dutch Studies|Topics in Dutch Studies|RENUMBER|1/23/2022 8:00:56 PM
DTCH530COML5550|DTCH|530|DTCH530|COML|5550|COML5550|Y|Y|Topics in Dutch Studies|Topics in Dutch Studies|RENUMBER|1/23/2022 8:00:56 PM
DTCH530GRMN5550|DTCH|530|DTCH530|GRMN|5550|GRMN5550|Y|Y|Topics in Dutch Studies|Topics in Dutch Studies|RENUMBER|1/23/2022 8:00:56 PM
DTCH574GRMN5740|DTCH|574|DTCH574|GRMN|5740|GRMN5740|||Pol & Soc in Early Mod World|Politics and Societies in the Early Modern World|RENUMBER|1/23/2022 8:00:56 PM
DTCH574DTCH5740|DTCH|574|DTCH574|DTCH|5740|DTCH5740|||Pol & Soc in Early Mod World|Politics and Societies in the Early Modern World|RENUMBER|1/23/2022 8:00:56 PM
DTCH999DTCH9999|DTCH|999|DTCH999|DTCH|9999|DTCH9999|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
DYNM501DYNM5010|DYNM|501|DYNM501|DYNM|5010|DYNM5010|||Perspectives on Org Dyn|Perspectives on Organizational Dynamics|RENUMBER|1/23/2022 8:00:56 PM
DYNM542DYNM5420|DYNM|542|DYNM542|DYNM|5420|DYNM5420|||Theories & Models Coach|Theories, Models, and Practices that Inform Coaching|RENUMBER|1/23/2022 8:00:56 PM
DYNM551DYNM5510|DYNM|551|DYNM551|DYNM|5510|DYNM5510|||Power Divergent Thinking|Devil's Advocate: Power of Divergent Thinking|RENUMBER|1/23/2022 8:00:56 PM
DYNM555DYNM5550|DYNM|555|DYNM555|DYNM|5550|DYNM5550|||The Idea of Nationalism|The Idea of Nationalism|RENUMBER|1/23/2022 8:00:56 PM
DYNM558DYNM5580|DYNM|558|DYNM558|DYNM|5580|DYNM5580|||Social Media & Org|Social Media and the Organization|RENUMBER|1/23/2022 8:00:56 PM
DYNM601DYNM6010|DYNM|601|DYNM601|DYNM|6010|DYNM6010|||Gender Issues Org Leader|Gender, Power, and Leadership in Organizations|RENUMBER|1/23/2022 8:00:56 PM
DYNM602DYNM6020|DYNM|602|DYNM602|DYNM|6020|DYNM6020|||Leader-manager As Coach|Leader-Manager as Coach|RENUMBER|1/23/2022 8:00:56 PM
DYNM603DYNM6030|DYNM|603|DYNM603|DYNM|6030|DYNM6030|||Leading Emergence|Leading Emergence: Creating Adaptive Space in Response to Complex Challenges|RENUMBER|1/23/2022 8:00:56 PM
DYNM605DYNM6050|DYNM|605|DYNM605|DYNM|6050|DYNM6050|||Org Project Risk|Organizational Project Risk and Uncertainty|RENUMBER|1/23/2022 8:00:56 PM
DYNM606DYNM6060|DYNM|606|DYNM606|DYNM|6060|DYNM6060|||Leading From the Center|Leading from the Center: Unleashing Your Leadership Potential|RENUMBER|1/23/2022 8:00:56 PM
DYNM607DYNM6070|DYNM|607|DYNM607|DYNM|6070|DYNM6070|||Psychodynamics of Organi|Psychodynamics of Organizations|RENUMBER|1/23/2022 8:00:56 PM
DYNM610DYNM6100|DYNM|610|DYNM610|DYNM|6100|DYNM6100|||Knowing Yourself: Coach|Knowing Yourself: The Coach as an Instrument of Change|RENUMBER|1/23/2022 8:00:56 PM
DYNM611DYNM6110|DYNM|611|DYNM611|DYNM|6110|DYNM6110|||Collab for Global Work|Effective Collaboration for a Changing Global Workplace|RENUMBER|1/23/2022 8:00:56 PM
DYNM612DYNM6120|DYNM|612|DYNM612|DYNM|6120|DYNM6120|||Master Org Pol & Power|Mastering Organizational Politics and Power|RENUMBER|1/23/2022 8:00:56 PM
DYNM613DYNM6130|DYNM|613|DYNM613|DYNM|6130|DYNM6130|||Is Bigger-inevitable|Is Bigger - Inevitable, Better or Worse in Organizations?|RENUMBER|1/23/2022 8:00:56 PM
DYNM614DYNM6140|DYNM|614|DYNM614|DYNM|6140|DYNM6140|||Con./coach. Tools & Tech|Consulting/Coaching Tools and Techniques|RENUMBER|1/23/2022 8:00:56 PM
DYNM615DYNM6150|DYNM|615|DYNM615|DYNM|6150|DYNM6150|||Pennovation|Global PENNovation: Making Tomorrow's Cities Sustainable Cities|RENUMBER|1/23/2022 8:00:56 PM
DYNM616DYNM6160|DYNM|616|DYNM616|DYNM|6160|DYNM6160|||Myths to Media|Myths to Media: Stories on a Mission|RENUMBER|1/23/2022 8:00:56 PM
DYNM617DYNM6170|DYNM|617|DYNM617|DYNM|6170|DYNM6170|||Econ of Human & Org Life|Economics of Human Behavior and Organizational Life|RENUMBER|1/23/2022 8:00:56 PM
DYNM619DYNM6190|DYNM|619|DYNM619|DYNM|6190|DYNM6190|||Org Project Management|Organizational Project Management|RENUMBER|1/23/2022 8:00:56 PM
DYNM620DYNM6200|DYNM|620|DYNM620|DYNM|6200|DYNM6200|||Paradox in Organizations|The Art and Science of Understanding Paradox in Organizations|RENUMBER|1/23/2022 8:00:56 PM
DYNM622DYNM6220|DYNM|622|DYNM622|DYNM|6220|DYNM6220|||Diversity and Inclusion|Diversity and Inclusion: Strategies to Confront Bias and Enhance Collaboration|RENUMBER|1/23/2022 8:00:56 PM
DYNM623DYNM6230|DYNM|623|DYNM623|DYNM|6230|DYNM6230|||Bldg Intrcultural Cmptnc|Building Intercultural Competence in A Global Work Environment|RENUMBER|1/23/2022 8:00:56 PM
DYNM625DYNM6250|DYNM|625|DYNM625|DYNM|6250|DYNM6250|||Ethngrphy of Evrydy Life|Ethnography of Everyday Life: A Master Class|RENUMBER|1/23/2022 8:00:56 PM
